,Warehouse_block,Mode_of_shipment,Customer_care_calls,Customer_rating,Cost_of_the_product_($),Prior_purchases,Prior_purchases_interval,Product_importance,Gender,Discount_offered_($),Discount_interval,Weight_in_gms,Weight_Category,Reached_on_Time_(0/1),Revenue_($)
314,A,Ship,4,2,143,6,2 - 4,Medium,M,20,> 10,1654,Small,1,123
315,B,Ship,4,2,138,3,2 - 4,Low,F,30,> 10,1805,Small,1,108
316,C,Ship,4,2,238,2,0 - 2,High,M,17,> 10,3358,Medium,1,221
317,E,Ship,4,5,273,4,2 - 4,Medium,F,31,> 10,2373,Small,1,242
318,D,Ship,3,1,200,2,0 - 2,Medium,M,27,> 10,2551,Small,1,173
319,E,Ship,4,5,213,4,2 - 4,Low,M,39,> 10,2381,Small,1,174
320,A,Ship,3,4,224,2,0 - 2,Medium,F,15,> 10,2701,Small,1,209
321,B,Ship,4,5,141,3,2 - 4,Medium,M,12,> 10,1672,Small,1,129
322,C,Ship,3,3,150,3,2 - 4,Low,M,46,> 10,1040,Small,1,104
323,E,Ship,3,1,192,2,0 - 2,Low,M,33,> 10,2818,Small,1,159
324,D,Ship,5,1,279,4,2 - 4,Medium,F,24,> 10,3440,Medium,1,255
325,E,Ship,3,4,246,3,2 - 4,Medium,M,30,> 10,3748,Medium,1,216
326,A,Ship,3,4,173,3,2 - 4,Medium,M,52,> 10,1587,Small,1,121
327,B,Ship,4,4,233,4,2 - 4,Medium,F,59,> 10,2358,Small,1,174
328,C,Ship,5,1,274,2,0 - 2,Medium,M,24,> 10,2423,Small,1,250
329,E,Ship,4,5,243,4,2 - 4,Medium,F,41,> 10,2782,Small,1,202
330,D,Ship,3,4,197,3,2 - 4,Medium,F,56,> 10,3427,Medium,1,141
331,E,Ship,4,3,140,3,2 - 4,High,F,46,> 10,1072,Small,1,94
332,A,Ship,3,5,215,3,2 - 4,Medium,F,22,> 10,2585,Small,1,193
333,B,Ship,3,4,211,3,2 - 4,Medium,M,8,4 - 10,3710,Medium,1,203
334,C,Ship,4,2,220,5,2 - 4,Low,M,33,> 10,2854,Small,1,187
335,E,Ship,3,1,194,4,2 - 4,Low,M,64,> 10,2026,Small,1,130
336,D,Ship,5,1,262,3,2 - 4,Medium,F,58,> 10,3599,Medium,1,204
337,E,Ship,4,4,201,2,0 - 2,Low,F,1,0 - 4,3147,Medium,1,200
338,A,Ship,3,5,261,3,2 - 4,Medium,M,15,> 10,2989,Medium,1,246
339,B,Ship,4,4,191,6,2 - 4,Low,F,60,> 10,3425,Medium,1,131
340,C,Ship,2,5,255,5,2 - 4,Medium,F,53,> 10,3775,Medium,1,202
341,E,Ship,3,2,169,2,0 - 2,High,M,30,> 10,1698,Small,1,139
342,D,Ship,4,5,162,2,0 - 2,Medium,M,64,> 10,1918,Small,1,98
343,E,Ship,2,5,248,6,2 - 4,Low,F,62,> 10,2750,Small,1,186
344,A,Ship,5,3,197,4,2 - 4,Low,F,2,0 - 4,2222,Small,1,195
345,B,Ship,5,1,264,3,2 - 4,Low,M,6,4 - 10,2882,Small,1,258
346,C,Ship,5,5,260,2,0 - 2,Medium,F,55,> 10,2791,Small,1,205
347,E,Ship,5,3,186,2,0 - 2,Medium,F,58,> 10,2259,Small,1,128
348,D,Ship,4,5,233,4,2 - 4,Low,F,44,> 10,2551,Small,1,189
349,E,Ship,5,1,161,3,2 - 4,Low,M,47,> 10,1954,Small,1,114
350,A,Ship,4,5,188,3,2 - 4,Low,F,13,> 10,2409,Small,1,175
351,B,Ship,5,5,171,2,0 - 2,Medium,F,22,> 10,1695,Small,1,149
352,C,Ship,2,2,267,3,2 - 4,Medium,M,15,> 10,2481,Small,1,252
353,E,Ship,4,3,255,2,0 - 2,High,M,47,> 10,2956,Medium,1,208
354,D,Ship,3,2,132,3,2 - 4,Low,F,56,> 10,1303,Small,1,76
355,E,Ship,5,1,266,3,2 - 4,Low,F,31,> 10,3157,Medium,1,235
356,A,Ship,3,4,198,2,0 - 2,Low,M,25,> 10,2774,Small,1,173
357,B,Ship,2,3,247,2,0 - 2,Medium,F,62,> 10,3127,Medium,1,185
358,C,Ship,3,1,140,3,2 - 4,Medium,F,65,> 10,1291,Small,1,75
359,E,Ship,4,3,131,5,2 - 4,Low,M,6,4 - 10,1659,Small,1,125
360,D,Ship,5,2,246,3,2 - 4,Medium,M,49,> 10,3236,Medium,1,197
361,E,Ship,3,2,159,3,2 - 4,Medium,F,4,0 - 4,1681,Small,1,155
362,A,Ship,3,5,203,2,0 - 2,Medium,M,61,> 10,3642,Medium,1,142
363,B,Ship,4,3,187,4,2 - 4,High,F,29,> 10,3141,Medium,1,158
364,C,Ship,6,2,146,3,2 - 4,Low,F,62,> 10,1936,Small,1,84
365,E,Ship,3,2,234,3,2 - 4,Medium,M,39,> 10,2099,Small,1,195
366,D,Ship,3,4,122,3,2 - 4,High,F,15,> 10,1354,Small,1,107
367,E,Ship,3,3,135,3,2 - 4,Low,M,8,4 - 10,1074,Small,1,127
368,A,Ship,3,5,103,3,2 - 4,Low,M,3,0 - 4,1403,Small,1,100
369,B,Ship,3,5,257,3,2 - 4,Medium,F,19,> 10,2173,Small,1,238
370,C,Ship,4,3,169,2,0 - 2,Low,M,2,0 - 4,1399,Small,1,167
371,E,Ship,4,5,159,3,2 - 4,Medium,M,18,> 10,1808,Small,1,141
372,D,Ship,4,5,188,3,2 - 4,Low,M,38,> 10,3031,Medium,1,150
373,E,Ship,5,1,136,3,2 - 4,Medium,M,19,> 10,1420,Small,1,117
374,A,Ship,5,1,227,3,2 - 4,Low,F,19,> 10,3007,Medium,1,208
375,B,Ship,3,5,262,2,0 - 2,Low,F,53,> 10,3275,Medium,1,209
376,C,Ship,2,3,157,2,0 - 2,Low,M,45,> 10,1965,Small,1,112
377,E,Ship,5,3,238,2,0 - 2,Medium,F,21,> 10,2053,Small,1,217
378,D,Ship,3,5,152,3,2 - 4,Low,M,43,> 10,1282,Small,1,109
379,E,Ship,3,2,201,3,2 - 4,Medium,M,5,4 - 10,2040,Small,1,196
380,A,Ship,3,4,148,2,0 - 2,Low,M,54,> 10,1778,Small,1,94
381,B,Ship,5,2,199,4,2 - 4,Low,F,59,> 10,2885,Small,1,140
382,C,Ship,5,4,215,2,0 - 2,Low,F,45,> 10,3501,Medium,1,170
383,E,Ship,4,5,175,2,0 - 2,Low,M,40,> 10,1270,Small,1,135
384,D,Road,4,3,236,2,0 - 2,High,M,23,> 10,3123,Medium,1,213
385,E,Road,2,5,182,2,0 - 2,Medium,F,57,> 10,2896,Medium,1,125
386,A,Road,3,1,251,3,2 - 4,Medium,M,42,> 10,3698,Medium,1,209
387,B,Road,5,2,173,3,2 - 4,Low,F,7,4 - 10,1855,Small,1,166
388,C,Road,4,3,225,3,2 - 4,Low,F,62,> 10,2587,Small,1,163
389,E,Road,4,2,167,4,2 - 4,Low,F,20,> 10,1705,Small,1,147
390,D,Road,4,1,259,3,2 - 4,Low,M,20,> 10,2154,Small,1,239
391,E,Road,4,1,178,3,2 - 4,Medium,F,63,> 10,1573,Small,1,115
392,A,Road,4,4,178,4,2 - 4,Medium,F,13,> 10,1614,Small,1,165
393,B,Road,5,4,169,2,0 - 2,Low,F,20,> 10,1765,Small,1,149
394,C,Road,3,2,272,2,0 - 2,Low,M,33,> 10,2321,Small,1,239
395,E,Road,4,4,183,3,2 - 4,Low,M,29,> 10,3251,Medium,1,154
396,D,Road,3,4,205,3,2 - 4,Low,F,10,> 10,2728,Small,1,195
397,E,Road,2,1,123,4,2 - 4,Low,F,53,> 10,1036,Small,1,70
398,A,Road,4,3,152,3,2 - 4,Low,M,58,> 10,1453,Small,1,94
399,B,Road,3,1,220,2,0 - 2,High,F,40,> 10,3773,Medium,1,180
400,C,Road,4,3,134,3,2 - 4,Low,M,51,> 10,1965,Small,1,83
401,E,Road,3,2,217,2,0 - 2,High,M,19,> 10,2992,Medium,1,198
402,D,Road,3,2,265,3,2 - 4,Low,F,49,> 10,2791,Small,1,216
403,E,Road,4,2,249,5,2 - 4,Medium,M,36,> 10,3836,Medium,1,213
404,A,Road,5,3,213,4,2 - 4,Medium,F,50,> 10,2003,Small,1,163
405,B,Road,2,2,124,3,2 - 4,Low,F,56,> 10,1494,Small,1,68
406,C,Flight,4,1,180,2,0 - 2,Low,M,23,> 10,1193,Small,1,157
407,E,Flight,4,5,193,3,2 - 4,Medium,M,65,> 10,2267,Small,1,128
408,D,Flight,3,2,192,3,2 - 4,Medium,M,43,> 10,3339,Medium,1,149
409,E,Flight,2,5,166,3,2 - 4,Medium,M,3,0 - 4,1832,Small,1,163
410,A,Flight,3,2,264,3,2 - 4,Medium,M,5,4 - 10,3861,Medium,1,259
411,B,Flight,3,4,200,2,0 - 2,Medium,M,14,> 10,3528,Medium,1,186
412,C,Flight,4,3,142,4,2 - 4,Medium,M,12,> 10,1396,Small,1,130
413,E,Flight,4,1,215,2,0 - 2,Low,M,32,> 10,3066,Medium,1,183
414,D,Flight,2,1,218,2,0 - 2,Low,M,15,> 10,2745,Small,1,203
415,E,Flight,3,2,115,3,2 - 4,Low,F,27,> 10,1814,Small,1,88
416,A,Flight,4,3,159,3,2 - 4,Low,M,33,> 10,1330,Small,1,126
417,B,Flight,5,5,133,3,2 - 4,Low,M,63,> 10,1218,Small,1,70
418,C,Flight,5,2,178,3,2 - 4,Low,M,48,> 10,1517,Small,1,130
419,E,Flight,4,2,134,2,0 - 2,Low,F,43,> 10,1714,Small,1,91
420,D,Flight,3,1,184,5,2 - 4,Medium,F,58,> 10,2544,Small,1,126
421,E,Flight,4,2,251,2,0 - 2,Medium,M,24,> 10,2405,Small,1,227
422,A,Flight,3,2,141,3,2 - 4,Low,M,7,4 - 10,1933,Small,1,134
423,B,Flight,4,4,229,2,0 - 2,Medium,M,45,> 10,3776,Medium,1,184
424,C,Flight,4,1,203,4,2 - 4,Low,M,34,> 10,3813,Medium,1,169
425,E,Flight,4,3,158,3,2 - 4,Medium,F,57,> 10,1911,Small,1,101
426,D,Flight,3,4,167,3,2 - 4,Medium,M,52,> 10,1755,Small,1,115
427,E,Flight,5,4,197,4,2 - 4,Low,F,40,> 10,3303,Medium,1,157
428,A,Ship,2,2,140,3,2 - 4,Low,F,19,> 10,1806,Small,1,121
429,B,Ship,5,1,205,2,0 - 2,Medium,M,27,> 10,3569,Medium,1,178
430,C,Ship,5,5,208,3,2 - 4,Low,F,45,> 10,2018,Small,1,163
431,E,Ship,4,2,96,3,2 - 4,Low,M,22,> 10,1294,Small,1,74
432,D,Ship,6,4,205,3,2 - 4,Low,F,44,> 10,2064,Small,1,161
433,E,Ship,4,2,215,3,2 - 4,Medium,F,48,> 10,2953,Medium,1,167
434,A,Ship,4,1,216,3,2 - 4,Low,F,43,> 10,2643,Small,1,173
435,B,Ship,3,1,112,2,0 - 2,High,M,22,> 10,1846,Small,1,90
436,C,Ship,5,4,222,3,2 - 4,Low,F,20,> 10,3632,Medium,1,202
437,E,Ship,5,2,186,3,2 - 4,Medium,F,15,> 10,2153,Small,1,171
438,D,Ship,3,5,241,3,2 - 4,Medium,M,48,> 10,2841,Small,1,193
439,E,Ship,3,3,172,3,2 - 4,Low,F,58,> 10,1269,Small,1,114
440,A,Ship,3,5,251,2,0 - 2,High,M,23,> 10,2426,Small,1,228
441,B,Ship,5,3,190,3,2 - 4,High,M,45,> 10,2628,Small,1,145
442,C,Ship,4,3,186,2,0 - 2,Medium,F,48,> 10,2805,Small,1,138
443,E,Ship,4,4,207,2,0 - 2,Medium,M,35,> 10,2596,Small,1,172
444,D,Ship,3,3,135,3,2 - 4,Low,F,19,> 10,1366,Small,1,116
445,E,Ship,4,4,189,2,0 - 2,Medium,F,18,> 10,2955,Medium,1,171
446,A,Ship,4,4,173,5,2 - 4,Medium,F,51,> 10,1691,Small,1,122
447,B,Ship,3,4,194,3,2 - 4,Medium,M,3,0 - 4,2169,Small,1,191
448,C,Ship,3,1,183,3,2 - 4,Low,M,19,> 10,3018,Medium,1,164
449,E,Ship,4,3,140,2,0 - 2,Low,F,22,> 10,1248,Small,1,118
450,D,Ship,4,4,244,3,2 - 4,Medium,F,55,> 10,2782,Small,1,189
451,E,Ship,2,3,189,4,2 - 4,Low,M,34,> 10,3355,Medium,1,155
452,A,Ship,3,2,157,2,0 - 2,Medium,M,53,> 10,1390,Small,1,104
453,B,Ship,4,1,275,10,> 4,Medium,F,23,> 10,2726,Small,1,252
454,C,Ship,4,5,133,3,2 - 4,Low,F,53,> 10,1467,Small,1,80
455,E,Ship,4,1,149,3,2 - 4,Medium,M,54,> 10,1178,Small,1,95
456,D,Ship,3,3,254,2,0 - 2,High,M,17,> 10,3153,Medium,1,237
457,E,Ship,3,4,145,8,2 - 4,Low,F,15,> 10,1429,Small,1,130
458,A,Ship,3,2,179,5,2 - 4,Low,F,52,> 10,1991,Small,1,127
459,B,Ship,5,2,168,3,2 - 4,Low,M,26,> 10,1526,Small,1,142
460,C,Ship,4,1,202,3,2 - 4,Medium,F,18,> 10,3940,Medium,1,184
461,E,Ship,3,4,220,7,2 - 4,Low,M,43,> 10,2620,Small,1,177
462,D,Ship,3,4,244,8,2 - 4,Low,M,1,0 - 4,2703,Small,1,243
463,E,Ship,4,2,186,7,2 - 4,Medium,F,40,> 10,3111,Medium,1,146
464,A,Ship,5,2,263,8,2 - 4,Medium,M,24,> 10,3139,Medium,1,239
465,B,Ship,3,2,294,4,2 - 4,Low,F,15,> 10,1318,Small,1,279
466,C,Ship,3,5,226,2,0 - 2,Medium,F,2,0 - 4,1043,Small,1,224
467,E,Ship,4,4,173,5,2 - 4,Medium,F,2,0 - 4,1175,Small,1,171
468,D,Ship,3,5,194,3,2 - 4,Medium,F,10,> 10,2277,Small,1,184
469,E,Ship,3,5,183,3,2 - 4,Low,F,2,0 - 4,3459,Medium,1,181
470,A,Ship,4,1,140,2,0 - 2,Low,M,61,> 10,1770,Small,1,79
471,B,Ship,4,3,244,3,2 - 4,Medium,M,8,4 - 10,3318,Medium,1,236
472,C,Ship,2,2,189,4,2 - 4,Low,M,9,4 - 10,3413,Medium,1,180
473,E,Ship,3,1,157,2,0 - 2,Medium,F,39,> 10,1525,Small,1,118
474,D,Ship,4,3,275,10,> 4,Medium,M,10,> 10,2093,Small,1,265
475,E,Ship,4,5,133,3,2 - 4,Low,M,59,> 10,1092,Small,1,74
476,A,Ship,4,2,149,3,2 - 4,Medium,M,26,> 10,1863,Small,1,123
477,B,Ship,3,4,254,2,0 - 2,High,F,41,> 10,3973,Medium,1,213
478,C,Ship,3,4,145,8,2 - 4,Low,F,24,> 10,1594,Small,1,121
479,E,Ship,3,5,179,5,2 - 4,Low,M,56,> 10,1113,Small,1,123
480,D,Ship,5,4,168,3,2 - 4,Low,F,13,> 10,1317,Small,1,155
481,E,Ship,4,5,202,3,2 - 4,Medium,F,46,> 10,3181,Medium,1,156
482,A,Ship,3,3,220,7,2 - 4,Low,M,25,> 10,2141,Small,1,195
483,B,Ship,3,2,244,8,2 - 4,Low,F,50,> 10,3562,Medium,1,194
484,C,Ship,4,3,186,7,2 - 4,Medium,F,30,> 10,2062,Small,1,156
485,E,Ship,5,5,263,8,2 - 4,Medium,F,9,4 - 10,2236,Small,1,254
486,D,Ship,3,1,294,4,2 - 4,Low,F,25,> 10,1498,Small,1,269
487,E,Ship,4,1,139,3,2 - 4,Low,F,56,> 10,1811,Small,1,83
488,A,Ship,7,5,192,3,2 - 4,Low,M,46,> 10,1550,Small,1,146
489,B,Ship,3,3,235,3,2 - 4,Low,M,5,4 - 10,3065,Medium,1,230
490,C,Ship,2,1,176,3,2 - 4,Low,F,15,> 10,1996,Small,1,161
491,E,Ship,5,4,224,3,2 - 4,Low,F,34,> 10,2627,Small,1,190
492,D,Ship,3,4,128,3,2 - 4,Medium,F,51,> 10,1524,Small,1,77
493,E,Ship,5,4,226,5,2 - 4,Low,M,47,> 10,2240,Small,1,179
494,A,Ship,5,1,160,5,2 - 4,Medium,F,16,> 10,1526,Small,1,144
495,B,Ship,3,1,197,5,2 - 4,Low,M,45,> 10,2224,Small,1,152
496,C,Ship,4,2,216,3,2 - 4,Low,F,12,> 10,2273,Small,1,204
497,E,Ship,4,4,199,2,0 - 2,Low,M,9,4 - 10,3075,Medium,1,190
498,D,Ship,5,5,271,2,0 - 2,Low,M,27,> 10,3957,Medium,1,244
499,E,Ship,5,1,201,3,2 - 4,Low,F,47,> 10,2657,Small,1,154
500,A,Ship,3,4,212,2,0 - 2,Low,M,33,> 10,2021,Small,1,179
501,B,Ship,3,2,177,3,2 - 4,Low,M,10,> 10,1641,Small,1,167
502,C,Ship,3,4,191,4,2 - 4,Medium,F,43,> 10,2903,Medium,1,148
503,E,Ship,3,2,174,3,2 - 4,Low,M,30,> 10,1986,Small,1,144
504,D,Ship,5,3,162,2,0 - 2,Low,F,14,> 10,1045,Small,1,148
505,E,Ship,3,1,219,2,0 - 2,Low,F,39,> 10,2696,Small,1,180
506,A,Ship,4,4,155,3,2 - 4,Medium,F,35,> 10,1421,Small,1,120
507,B,Ship,5,3,230,3,2 - 4,Medium,F,3,0 - 4,2923,Medium,1,227
508,C,Ship,4,5,192,2,0 - 2,Medium,F,36,> 10,2497,Small,1,156
509,E,Ship,5,2,235,3,2 - 4,Low,M,14,> 10,2984,Medium,1,221
510,D,Ship,3,2,200,3,2 - 4,Low,M,46,> 10,3642,Medium,1,154
511,E,Ship,5,2,172,3,2 - 4,Medium,M,65,> 10,1667,Small,1,107
512,A,Ship,5,4,160,4,2 - 4,Low,F,6,4 - 10,1603,Small,1,154
513,B,Ship,5,3,250,5,2 - 4,Low,M,12,> 10,2722,Small,1,238
514,C,Ship,4,2,174,3,2 - 4,Low,M,9,4 - 10,1682,Small,1,165
515,E,Ship,3,2,204,3,2 - 4,High,F,54,> 10,3608,Medium,1,150
516,D,Ship,3,5,274,3,2 - 4,Medium,F,51,> 10,3476,Medium,1,223
517,E,Ship,5,5,262,2,0 - 2,Medium,F,62,> 10,3744,Medium,1,200
518,A,Ship,4,5,138,3,2 - 4,Medium,M,23,> 10,1785,Small,1,115
519,B,Ship,3,1,215,3,2 - 4,Medium,F,2,0 - 4,3873,Medium,1,213
520,C,Ship,3,1,145,2,0 - 2,Low,F,34,> 10,1773,Small,1,111
521,E,Road,4,5,149,2,0 - 2,Medium,M,56,> 10,1141,Small,1,93
522,D,Road,6,5,212,2,0 - 2,Medium,M,38,> 10,2359,Small,1,174
523,E,Road,3,1,155,3,2 - 4,Medium,F,47,> 10,1193,Small,1,108
524,A,Road,5,2,154,3,2 - 4,Low,M,40,> 10,1238,Small,1,114
525,B,Road,3,3,249,3,2 - 4,Medium,M,51,> 10,2173,Small,1,198
526,C,Road,5,1,206,2,0 - 2,Low,M,2,0 - 4,3490,Medium,1,204
527,E,Road,4,5,235,3,2 - 4,Medium,F,22,> 10,2015,Small,1,213
528,D,Road,5,5,261,3,2 - 4,Medium,F,8,4 - 10,3257,Medium,1,253
529,E,Road,6,1,243,4,2 - 4,High,F,22,> 10,3537,Medium,1,221
530,A,Road,3,2,237,2,0 - 2,High,M,26,> 10,3103,Medium,1,211
531,B,Road,2,4,179,2,0 - 2,Low,F,19,> 10,1900,Small,1,160
532,C,Road,4,3,192,3,2 - 4,Low,F,43,> 10,3498,Medium,1,149
533,E,Road,3,1,141,3,2 - 4,Medium,F,39,> 10,1838,Small,1,102
534,D,Road,3,2,245,3,2 - 4,Low,F,61,> 10,2188,Small,1,184
535,E,Road,4,4,177,4,2 - 4,Medium,F,32,> 10,1774,Small,1,145
536,A,Road,2,3,154,4,2 - 4,High,F,17,> 10,1897,Small,1,137
537,B,Road,4,4,228,3,2 - 4,Medium,F,12,> 10,3359,Medium,1,216
538,C,Road,3,3,207,6,2 - 4,High,F,24,> 10,3702,Medium,1,183
539,E,Road,4,4,266,4,2 - 4,Medium,F,33,> 10,2701,Small,1,233
540,D,Road,3,3,172,3,2 - 4,Medium,F,42,> 10,1707,Small,1,130
541,E,Road,4,3,142,3,2 - 4,Low,F,35,> 10,1512,Small,1,107
542,A,Road,4,5,218,3,2 - 4,Low,F,40,> 10,3200,Medium,1,178
543,B,Flight,3,3,231,2,0 - 2,Low,M,46,> 10,2962,Medium,1,185
544,C,Flight,4,2,180,3,2 - 4,Low,F,47,> 10,1434,Small,1,133
545,E,Flight,3,1,168,3,2 - 4,Low,M,46,> 10,1886,Small,1,122
546,D,Flight,5,5,147,4,2 - 4,High,F,42,> 10,1642,Small,1,105
547,E,Flight,5,4,245,5,2 - 4,Low,M,6,4 - 10,3592,Medium,1,239
548,A,Flight,2,4,182,3,2 - 4,Medium,M,47,> 10,3792,Medium,1,135
549,B,Flight,3,4,176,3,2 - 4,Medium,F,8,4 - 10,1567,Small,1,168
550,C,Flight,5,3,197,4,2 - 4,Medium,F,51,> 10,2917,Medium,1,146
551,E,Flight,3,5,233,3,2 - 4,Medium,M,52,> 10,3519,Medium,1,181
552,D,Flight,3,4,156,2,0 - 2,Low,M,8,4 - 10,1145,Small,1,148
553,E,Flight,2,3,257,4,2 - 4,Medium,F,52,> 10,2073,Small,1,205
554,A,Flight,5,4,250,3,2 - 4,Low,F,11,> 10,3373,Medium,1,239
555,B,Flight,5,4,189,5,2 - 4,Low,M,3,0 - 4,3301,Medium,1,186
556,C,Flight,3,3,255,2,0 - 2,High,M,7,4 - 10,3311,Medium,1,248
557,E,Flight,2,3,198,2,0 - 2,Medium,M,28,> 10,3514,Medium,1,170
558,D,Flight,4,2,164,3,2 - 4,Medium,M,15,> 10,1489,Small,1,149
559,E,Flight,5,2,271,3,2 - 4,Medium,M,32,> 10,3785,Medium,1,239
560,A,Flight,3,1,185,2,0 - 2,Medium,F,34,> 10,3299,Medium,1,151
561,B,Flight,2,5,157,6,2 - 4,High,F,17,> 10,1764,Small,1,140
562,C,Flight,3,2,137,2,0 - 2,Medium,M,17,> 10,1673,Small,1,120
563,E,Flight,3,3,229,3,2 - 4,Low,M,14,> 10,2164,Small,1,215
564,D,Flight,3,3,234,2,0 - 2,Medium,F,39,> 10,2449,Small,1,195
565,E,Ship,4,3,216,2,0 - 2,Low,M,52,> 10,3578,Medium,1,164
566,A,Ship,3,1,163,4,2 - 4,Low,F,20,> 10,1940,Small,1,143
567,B,Ship,5,2,268,3,2 - 4,Low,M,19,> 10,2526,Small,1,249
568,C,Ship,3,3,205,5,2 - 4,Medium,M,35,> 10,2988,Medium,1,170
569,E,Ship,4,5,265,2,0 - 2,Medium,F,18,> 10,2969,Medium,1,247
570,D,Ship,2,2,236,3,2 - 4,Medium,M,3,0 - 4,3416,Medium,1,233
571,E,Ship,4,1,132,3,2 - 4,Low,M,63,> 10,1901,Small,1,69
572,A,Ship,3,4,234,2,0 - 2,Medium,M,46,> 10,3108,Medium,1,188
573,B,Ship,4,3,108,6,2 - 4,Low,F,22,> 10,1745,Small,1,86
574,C,Ship,4,2,276,2,0 - 2,Low,M,54,> 10,3706,Medium,1,222
575,E,Ship,4,2,179,4,2 - 4,Low,M,1,0 - 4,1063,Small,1,178
576,D,Ship,4,1,230,3,2 - 4,Medium,M,40,> 10,2225,Small,1,190
577,E,Ship,3,2,210,3,2 - 4,Medium,F,43,> 10,2096,Small,1,167
578,A,Ship,3,2,173,3,2 - 4,Low,F,15,> 10,1992,Small,1,158
579,B,Ship,2,5,201,3,2 - 4,Medium,F,29,> 10,3894,Medium,1,172
580,C,Ship,3,3,214,2,0 - 2,Low,M,21,> 10,3342,Medium,1,193
581,E,Ship,4,2,216,2,0 - 2,Medium,F,22,> 10,3024,Medium,1,194
582,D,Ship,2,5,144,3,2 - 4,Medium,M,61,> 10,1313,Small,1,83
583,E,Ship,5,5,182,3,2 - 4,Medium,F,27,> 10,3039,Medium,1,155
584,A,Ship,3,3,163,2,0 - 2,Medium,F,48,> 10,1369,Small,1,115
585,B,Ship,3,3,234,3,2 - 4,Medium,F,8,4 - 10,2334,Small,1,226
586,C,Ship,3,2,158,3,2 - 4,High,F,59,> 10,1307,Small,1,99
587,E,Ship,3,5,194,2,0 - 2,Medium,M,4,0 - 4,3496,Medium,1,190
588,D,Ship,3,1,201,6,2 - 4,Medium,F,3,0 - 4,2497,Small,1,198
589,E,Ship,3,2,178,2,0 - 2,Medium,F,59,> 10,1933,Small,1,119
590,A,Ship,4,1,214,5,2 - 4,Medium,M,51,> 10,2669,Small,1,163
591,B,Ship,3,3,281,2,0 - 2,Medium,M,55,> 10,3047,Medium,1,226
592,C,Ship,3,2,260,3,2 - 4,Medium,F,2,0 - 4,2176,Small,1,258
593,E,Ship,3,2,200,2,0 - 2,Medium,F,46,> 10,3174,Medium,1,154
594,D,Ship,5,3,209,2,0 - 2,High,F,49,> 10,2581,Small,1,160
595,E,Ship,3,1,185,3,2 - 4,Low,M,61,> 10,3280,Medium,1,124
596,A,Ship,4,3,230,3,2 - 4,Low,F,62,> 10,2236,Small,1,168
597,B,Ship,3,4,134,3,2 - 4,Medium,F,31,> 10,1540,Small,1,103
598,C,Ship,4,5,270,2,0 - 2,Low,F,34,> 10,2821,Small,1,236
599,E,Ship,4,1,140,3,2 - 4,Medium,F,1,0 - 4,1464,Small,1,139
600,D,Ship,6,3,133,5,2 - 4,Medium,M,32,> 10,1367,Small,1,101
601,E,Ship,3,4,145,3,2 - 4,Medium,M,44,> 10,1218,Small,1,101
602,A,Ship,4,3,206,3,2 - 4,Medium,M,58,> 10,2135,Small,1,148
603,B,Ship,3,1,162,2,0 - 2,Low,F,52,> 10,1125,Small,1,110
604,C,Ship,4,3,187,2,0 - 2,Low,F,58,> 10,3665,Medium,1,129
605,E,Ship,4,4,166,5,2 - 4,Low,F,54,> 10,1203,Small,1,112
606,D,Ship,4,5,178,3,2 - 4,Low,F,48,> 10,1819,Small,1,130
607,E,Ship,3,1,167,2,0 - 2,High,F,34,> 10,1967,Small,1,133
608,A,Ship,4,4,224,3,2 - 4,High,M,60,> 10,3145,Medium,1,164
609,B,Ship,4,4,158,3,2 - 4,Medium,M,11,> 10,1224,Small,1,147
610,C,Ship,3,4,134,2,0 - 2,Medium,M,43,> 10,1198,Small,1,91
611,E,Ship,4,2,147,2,0 - 2,Medium,F,20,> 10,1387,Small,1,127
612,D,Ship,4,3,187,3,2 - 4,Low,M,61,> 10,2207,Small,1,126
613,E,Ship,4,5,247,2,0 - 2,Medium,F,18,> 10,2404,Small,1,229
614,A,Ship,5,4,182,4,2 - 4,High,M,20,> 10,2212,Small,1,162
615,B,Ship,4,1,177,4,2 - 4,Medium,F,33,> 10,1049,Small,1,144
616,C,Ship,5,5,143,2,0 - 2,High,F,18,> 10,1066,Small,1,125
617,E,Ship,5,3,245,2,0 - 2,Medium,F,8,4 - 10,3231,Medium,1,237
618,D,Ship,4,1,133,4,2 - 4,Medium,M,64,> 10,1834,Small,1,69
619,E,Ship,3,5,224,2,0 - 2,Low,M,13,> 10,3891,Medium,1,211
620,A,Ship,2,5,265,2,0 - 2,Low,F,50,> 10,3859,Medium,1,215
621,B,Ship,4,1,138,2,0 - 2,Low,M,28,> 10,1528,Small,1,110
622,C,Ship,3,4,253,3,2 - 4,Low,M,6,4 - 10,3788,Medium,1,247
623,E,Ship,4,1,165,3,2 - 4,Medium,M,51,> 10,1293,Small,1,114
624,D,Ship,4,3,265,3,2 - 4,Low,F,65,> 10,3578,Medium,1,200
625,E,Ship,3,2,238,3,2 - 4,High,F,54,> 10,3142,Medium,1,184
626,A,Ship,5,2,236,3,2 - 4,Low,F,51,> 10,3402,Medium,1,185
627,B,Ship,4,2,190,5,2 - 4,High,F,38,> 10,3022,Medium,1,152
628,C,Ship,6,1,104,4,2 - 4,Medium,F,23,> 10,1442,Small,1,81
629,E,Ship,4,5,245,2,0 - 2,Low,F,19,> 10,2616,Small,1,226
